abbreviation,fullName,chargedFormula
5homeprazole_e,5 hydroxy omeprazole,C17H19N3O4S
5hoxindact_c,(5-hydroxyindol-3-yl)acetaldehyde,C10H9NO2
5hoxindact_m,(5-hydroxyindol-3-yl)acetaldehyde,C10H9NO2
5hoxindoa_c,(5-hydroxyindol-3-yl)acetic acid,C10H8NO3
5hoxindoa_m,(5-hydroxyindol-3-yl)acetic acid,C10H8NO3
5hoxnfkyn_c,5-hydroxy-N-formylkynurenine,C11H12N2O5
5htrp_c,5-hydroxy-L-tryptophan,C11H12N2O3
5htrp_e,5-hydroxy-L-tryptophan,C11H12N2O3
5hxkyn_c,5-hydroxykynurenine,C10H12N2O4
5hxkynam_c,5-hydroxykynurenamine,C9H13N2O2
5mdr1p_c,S-methyl-5-thio-alpha-D-ribose 1-phosphate(2-),C6H11O7PS
5mdru1p_c,S-methyl-5-thio-D-ribulose 1-phosphate(2-),C6H11O7PS
5moxact_c,5-Methoxyindoleacetate,C11H11NO3
5mta_c,5'-S-methyl-5'-thioadenosine,C11H15N5O3S
5mta_e,5'-S-methyl-5'-thioadenosine,C11H15N5O3S
5mthf_c,5-methyltetrahydrofolate(2-),C20H24N7O6
5mthf_e,5-methyltetrahydrofolate(2-),C20H24N7O6
5mthf_n,5-methyltetrahydrofolate(2-),C20H24N7O6
5mthf_r,5-methyltetrahydrofolate(2-),C20H24N7O6
5oxpro_c,5-oxoprolinate,C5H6NO3
5oxpro_e,5-oxoprolinate,C5H6NO3
5pmev_c,(R)-5-phosphonatomevalonate(3-),C6H10O7P
5pmev_x,(R)-5-phosphonatomevalonate(3-),C6H10O7P
5tedtricoa_m,"5,8,11-tetradecatrienoylcoa",C35H52N7O17P3S
5tedtricoa_x,"5,8,11-tetradecatrienoylcoa",C35H52N7O17P3S
5thf_c,pentaglutamyl folate (THF),C39H45N11O18
5thf_e,pentaglutamyl folate (THF),C39H45N11O18
5thf_l,pentaglutamyl folate (THF),C39H45N11O18
5thf_m,pentaglutamyl folate (THF),C39H45N11O18
6a2ohxnt_x,6-amino-2-oxohexanoic acid,C6H11NO3
6dhf_c,hexaglutamyl folate (DHF),C44H49N12O21
6dhf_e,hexaglutamyl folate (DHF),C44H49N12O21
6dhf_l,hexaglutamyl folate (DHF),C44H49N12O21
6dhf_m,hexaglutamyl folate (DHF),C44H49N12O21
6hoxmelatn_c,6-Hydroxymelatonin,C13H16N2O3
6htststerone_c,6beta-hydroxytestosterone,C19H28O3
6htststerone_e,6beta-hydroxytestosterone,C19H28O3
6htststerone_r,6beta-hydroxytestosterone,C19H28O3
6pgc_c,6-phosphonatooxy-D-gluconate,C6H10O10P
6pgc_r,6-phosphonatooxy-D-gluconate,C6H10O10P
6pgl_c,"6-O-phosphonato-D-glucono-1,5-lactone(2-)",C6H9O9P
6pgl_r,"6-O-phosphonato-D-glucono-1,5-lactone(2-)",C6H9O9P
6pthp_c,dyspropterin,C9H11N5O3
6pthp_n,dyspropterin,C9H11N5O3
6thf_c,hexaglutamyl folate  (THF),C44H51N12O21
6thf_e,hexaglutamyl folate  (THF),C44H51N12O21
6thf_l,hexaglutamyl folate  (THF),C44H51N12O21
6thf_m,hexaglutamyl folate  (THF),C44H51N12O21
7dhchsterol_c,"cholesta-5,7-dien-3beta-ol",C27H44O
7dhchsterol_r,"cholesta-5,7-dien-3beta-ol",C27H44O
7dhf_c,heptaglutamyl folate (DHF),C49H55N13O24
7dhf_e,heptaglutamyl folate (DHF),C49H55N13O24
7dhf_l,heptaglutamyl folate (DHF),C49H55N13O24
7dhf_m,heptaglutamyl folate (DHF),C49H55N13O24
7thf_c,heptaglutamyl folate (THF),C49H57N13O24
7thf_e,heptaglutamyl folate (THF),C49H57N13O24
7thf_l,heptaglutamyl folate (THF),C49H57N13O24
7thf_m,heptaglutamyl folate (THF),C49H57N13O24
9_cis_retfa_c,fatty acid 9-cis-retinol,C36H60O2
9_cis_retfa_e,fatty acid 9-cis-retinol,C36H60O2
ACP_c,acyl-carrier protein,HSR
ACP_m,acyl-carrier protein,HSR
Asn_X_Ser_Thr_l,protein-linked asparagine residue (N-glycosylation site),C4H6N2O2
Asn_X_Ser_Thr_r,protein-linked asparagine residue (N-glycosylation site),C4H6N2O2
C01041_c,monodehydro-L-ascorbate(1-),C6H6O6
C01241_c,phosphatidyl-N-methylethanolamine,C38H76NO8P
C01241_m,phosphatidyl-N-methylethanolamine,C38H76NO8P
C01241_r,phosphatidyl-N-methylethanolamine,C38H76NO8P
C01264_c,1-alkyl-2-acetyl-sn-glycerol 3-phosphate(2-),C5H8O7PR
C01507_c,L-iditol,C6H14O6
C01601_c,nonanoate,C9H17O2
C01747_c,psychosine(1+),C24H48NO7
C01747_g,psychosine(1+),C24H48NO7
C01747_l,psychosine(1+),C24H48NO7
C01836_c,neurotensin,C78H122N21O20
C01836_m,neurotensin,C78H122N21O20
C02147_c,dihydrolipoate,C8H15O2S2
C02356_c,L-alpha-aminobutyric acid,C4H9NO2
C02442_c,N-methyltyraminium,C9H14NO
C02470_c,Xanthurenic acid,C10H6NO4
C02470_e,Xanthurenic acid,C10H6NO4
C02470_m,Xanthurenic acid,C10H6NO4
C02528_c,chenodeoxycholate,C24H39O4
C02528_e,chenodeoxycholate,C24H39O4
C02528_m,chenodeoxycholate,C24H39O4
C02528_r,chenodeoxycholate,C24H39O4
C02528_x,chenodeoxycholate,C24H39O4
HC02192_x,taurolithocholate,C26H44NO5S
C02712_c,N-acetyl-L-methionine,C7H12NO3S
C02712_m,N-acetyl-L-methionine,C7H12NO3S
C02744_c,psychosine sulfate,C24H47NO10S
C02744_g,psychosine sulfate,C24H47NO10S
C03405_c,Lactosylceramide sulfate,C46H87NO16S
C03405_g,Lactosylceramide sulfate,C46H87NO16S
C03413_c,"N(1),N(12)-diacetylsperminium(2+)",C14H32N4O2
C03413_x,"N(1),N(12)-diacetylsperminium(2+)",C14H32N4O2
C03577_x,20-hydroxy-leukotriene E4(1-),C23H36NO6S
C03681_c,"5alpha-pregnane-3,20-dione",C21H32O2
C03693_c,"D-Mannose 1,6-bisphosphate",C6H10O12P2
C03820_c,1-alkyl-2-acetyl-sn-glycerol,C5H9O4R
C03958_c,protirelin,C16H22N6O4
C03968_c,1-alkyl-sn-glycerol 3-phosphate(2-),C3H6O6PR
HC02191_r,lithocholate,C24H39O3
HC02191_x,lithocholate,C24H39O3
C04295_c,"androst-5-ene-3beta,17beta-diol",C19H30O2
C04295_m,"androst-5-ene-3beta,17beta-diol",C19H30O2
C04295_r,"androst-5-ene-3beta,17beta-diol",C19H30O2
C04308_c,"phosphatidyl-N,N-dimethylethanolamine",C39H78NO8P
C04308_m,"phosphatidyl-N,N-dimethylethanolamine",C39H78NO8P
C04308_r,"phosphatidyl-N,N-dimethylethanolamine",C39H78NO8P
dchac_c,deoxycholate,C24H39O4
dchac_r,deoxycholate,C24H39O4
HC02202_m,prostaglandin A1(1-),C20H31O4
HC02202_r,prostaglandin A1(1-),C20H31O4
C04717_c,13(S)-HPODE(1-),C18H31O4
C04805_c,5(S)-HETE,C20H31O3
C04805_m,5(S)-HETE,C20H31O3
C04805_n,5(S)-HETE,C20H31O3
C04805_r,5(S)-HETE,C20H31O3
C04805_x,5(S)-HETE,C20H31O3
C04843_c,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",C20H33O5
C04843_r,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",C20H33O5
C04843_x,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",C20H33O5
C04849_c,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
C04849_e,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
C04849_m,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
C04849_n,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
C04849_r,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
C04849_x,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
leuktrB4woh_m,20-hydroxy-leukotriene B4(1-),C20H31O5
C05109_c,"24,25-dihydrolanosterol",C30H52O
tddedi2coa_x,"(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA",C33H54N7O17P3S
C05280_m,"(3Z,6Z)-dodecadienoyl-CoA",C33H54N7O17P3S
C05280_x,"(3Z,6Z)-dodecadienoyl-CoA",C33H54N7O17P3S
C05284_c,"11beta-hydroxyandrost-4-ene-3,17-dione",C19H26O3
C05284_m,"11beta-hydroxyandrost-4-ene-3,17-dione",C19H26O3
C05284_r,"11beta-hydroxyandrost-4-ene-3,17-dione",C19H26O3
C05298_c,2-hydroxyestrone,C18H22O3
C05298_l,2-hydroxyestrone,C18H22O3
C05298_r,2-hydroxyestrone,C18H22O3
C05299_c,2-methoxyestrone,C19H24O3
C05299_r,2-methoxyestrone,C19H24O3
C05300_c,16alpha-hydroxyestrone,C18H22O3
C05300_r,16alpha-hydroxyestrone,C18H22O3
C05301_c,2-hydroxy-17beta-estradiol,C18H24O3
C05301_r,2-hydroxy-17beta-estradiol,C18H24O3
tdechola_c,taurodeoxycholate,C26H44NO6S
tdechola_x,taurodeoxycholate,C26H44NO6S
C05708_c,Selenomethionine se-oxide,C5H11NO3Se
C05708_r,Selenomethionine se-oxide,C5H11NO3Se
HC02203_m,prostaglandin A2,C20H30O4
HC02203_r,prostaglandin A2,C20H30O4
C05957_c,prostaglandin J2,C20H29O4
C05957_m,prostaglandin J2,C20H29O4
C05957_r,prostaglandin J2,C20H29O4
12HPET_e,12(S)-HPETE(1-),C20H31O4
12HPET_m,12(S)-HPETE(1-),C20H31O4
12HPET_n,12(S)-HPETE(1-),C20H31O4
C06199_c,hordenine,C10H16NO
C06199_g,hordenine,C10H16NO
C06199_l,hordenine,C10H16NO
C06314_c,lipoxin A4,C20H31O5
C06314_r,lipoxin A4,C20H31O5
C06314_x,lipoxin A4,C20H31O5
C06315_c,lipoxin B4,C20H31O5
C06315_n,lipoxin B4,C20H31O5
C06315_r,lipoxin B4,C20H31O5
C06315_x,lipoxin B4,C20H31O5
C06350_c,norlaudanosoline,C16H18NO4
HC02213_n,prostaglandin E3,C20H30O5
C06948_c,diazepam,C16ClH13N2O
C06948_r,diazepam,C16ClH13N2O
C07297_x,3-oxopristanoyl-CoA(4-),C40H66N7O18P3S
C07486_c,nordazepam,C15ClH11N2O
C07486_r,nordazepam,C15ClH11N2O
C07535_c,benzo[a]pyrene,C20H12
C07535_r,benzo[a]pyrene,C20H12
C08261_c,azelaic acid,C9H14O4
C08276_c,3-(methylthio)propionate,C4H7O2S
docosac_m,behenate,C22H43O2
docosac_x,behenate,C22H43O2
C09209_c,harman,C12H10N2
C09640_c,(-)-Salsoline,C11H16NO2
C09642_c,(-)-Salsolinol,C10H14NO2
C10164_c,picolinic acid,C6H4NO2
C11304_c,S-(PGA1)-glutathione,C30H47N3O10S
C11304_m,S-(PGA1)-glutathione,C30H47N3O10S
C11304_r,S-(PGA1)-glutathione,C30H47N3O10S
C11695_c,anandamide,C22H37NO2
C11821_c,5-hydroxyisouric acid,C5H4N4O4
C13856_c,2-arachidonoylglycerol,C23H38O4
C13856_g,2-arachidonoylglycerol,C23H38O4
C13856_r,2-arachidonoylglycerol,C23H38O4
C14768_c,"5,6-EET",C20H31O3
C14768_r,"5,6-EET",C20H31O3
C14769_c,"8,9-EET",C20H31O3
C14769_r,"8,9-EET",C20H31O3
C14770_c,"11,12-EET",C20H31O3
C14770_r,"11,12-EET",C20H31O3
C14771_c,"14,15-EET",C20H31O3
C14771_r,"14,15-EET",C20H31O3
C14825_c,9(10)-EpOME,C18H31O3
C14825_r,9(10)-EpOME,C18H31O3
C14826_c,vernolic acid,C18H31O3
C14826_r,vernolic acid,C18H31O3
C14849_c,"Benzo[a]pyrene-9,10-oxide",C20H12O
C14849_r,"Benzo[a]pyrene-9,10-oxide",C20H12O
C14849_x,"Benzo[a]pyrene-9,10-oxide",C20H12O
C14851_c,"Benzo[a]pyrene-4,5-oxide",C20H12O
C14851_r,"Benzo[a]pyrene-4,5-oxide",C20H12O
C14851_x,"Benzo[a]pyrene-4,5-oxide",C20H12O
CE0074_c,alloxan,C4H2N2O4
CE0074_e,alloxan,C4H2N2O4
CE0074_n,alloxan,C4H2N2O4
CE0233_c,"5beta-cholestane-3alpha,7alpha,27-triol",C27H48O3
CE0233_m,"5beta-cholestane-3alpha,7alpha,27-triol",C27H48O3
CE0347_c,12-hydroxyeicosatetraenoate,C20H31O3
CE0347_n,12-hydroxyeicosatetraenoate,C20H31O3
CE0347_r,12-hydroxyeicosatetraenoate,C20H31O3
CE0469_c,gama-L-glutamyl-L-alanine,C8H13N2O5
CE0692_c,3-oxolaur-cis-5-enoyl-CoA,C33H50N7O18P3S
CE0692_m,3-oxolaur-cis-5-enoyl-CoA,C33H50N7O18P3S
CE0692_x,3-oxolaur-cis-5-enoyl-CoA,C33H50N7O18P3S
CE0693_c,3-oxolaur-6-cis-enoyl-CoA,C33H50N7O18P3S
CE0693_m,3-oxolaur-6-cis-enoyl-CoA,C33H50N7O18P3S
CE0693_x,3-oxolaur-6-cis-enoyl-CoA,C33H50N7O18P3S
CE0695_m,cis-laur-5-enoyl-CoA,C33H52N7O17P3S
CE0695_x,cis-laur-5-enoyl-CoA,C33H52N7O17P3S
CE0713_c,3-oxolinoleoyl-CoA,C39H60N7O18P3S
CE0713_m,3-oxolinoleoyl-CoA,C39H60N7O18P3S
CE0713_x,3-oxolinoleoyl-CoA,C39H60N7O18P3S
CE0737_c,malonaldehyde,C3H3O2
CE0782_c,3-oxomyrist-7-enoyl-CoA,C35H54N7O18P3S
CE0782_m,3-oxomyrist-7-enoyl-CoA,C35H54N7O18P3S
CE0782_x,3-oxomyrist-7-enoyl-CoA,C35H54N7O18P3S
CE0784_m,cis-myrist-7-enoyl-CoA,C35H56N7O17P3S
CE0784_x,cis-myrist-7-enoyl-CoA,C35H56N7O17P3S
CE0785_m,"cis,cis-myristo-5,8-dienoyl-CoA",C35H54N7O17P3S
CE0785_x,"cis,cis-myristo-5,8-dienoyl-CoA",C35H54N7O17P3S
CE0849_m,"cis,cis-palmito-7,10-dienoyl-CoA",C37H58N7O17P3S
CE0849_x,"cis,cis-palmito-7,10-dienoyl-CoA",C37H58N7O17P3S
CE0852_x,palmitoleoyl-CoA(4-),C37H60N7O17P3S
CE0853_c,3-oxopalmitoleoyl-CoA,C37H58N7O18P3S
CE0853_m,3-oxopalmitoleoyl-CoA,C37H58N7O18P3S
CE0853_x,3-oxopalmitoleoyl-CoA,C37H58N7O18P3S
CE0955_r,6-oxo-prostaglandin F1alpha,C20H33O6
CE1059_c,"N1,N8-diacetylspermidine",C11H24N3O2
CE1102_c,cis-(3S)-hydroxytetradec-7-enoyl-CoA,C35H56N7O18P3S
CE1102_m,cis-(3S)-hydroxytetradec-7-enoyl-CoA,C35H56N7O18P3S
CE1102_x,cis-(3S)-hydroxytetradec-7-enoyl-CoA,C35H56N7O18P3S
CE1162_c,vitamin A2,C20H28O
CE1243_c,12S-HHTrE,C17H27O3
CE1261_c,5-S-cysteinyldopa,C12H16N2O6S
CE1262_c,5-(S-L-cysteinyl)-dopaquinone,C12H14N2O6S
CE1264_c,benzothiazine,C11H12N2O3S
CE1272_c,"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol",C27H48O4
CE1272_r,"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol",C27H48O4
CE1273_c,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",C27H48O5
CE1273_r,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",C27H48O5
CE1274_c,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",C27H46O5
CE1274_r,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",C27H46O5
CE1277_c,"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol",C27H48O5
CE1277_r,"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol",C27H48O5
CE1278_c,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol",C27H48O5
CE1278_r,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol",C27H48O5
CE1279_c,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",C27H48O5
CE1279_r,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",C27H48O5
CE1292_c,3beta-hydroxy-5-cholestene-27-oate,C27H43O3
CE1292_m,3beta-hydroxy-5-cholestene-27-oate,C27H43O3
CE1293_c,27alpha-hydroxy-7-dehydrocholesterol,C27H44O2
CE1294_c,27alpha-hydroxy-8-dehydrocholesterol,C27H44O2
CE1294_m,27alpha-hydroxy-8-dehydrocholesterol,C27H44O2
CE1297_c,8-dehydrocholesterol,C27H44O
CE1297_m,8-dehydrocholesterol,C27H44O
CE1298_c,3beta-hydroxy-5-cholestenal,C27H44O2
CE1298_m,3beta-hydroxy-5-cholestenal,C27H44O2
CE1310_m,N-acetyl-L-cysteine,C5H8NO3S
CE1352_c,17alpha-hydroxypregnenolone sulfate,C21H31O6S
CE1352_g,17alpha-hydroxypregnenolone sulfate,C21H31O6S
CE1352_l,17alpha-hydroxypregnenolone sulfate,C21H31O6S
CE1352_r,17alpha-hydroxypregnenolone sulfate,C21H31O6S
CE1401_c,L-homocysteine thiolactone,C4H8NOS
CE1447_c,11-dehydro-thromboxane B2,C20H31O6
CE1554_c,N-acetyl-L-alanine,C5H8NO3
CE1554_m,N-acetyl-L-alanine,C5H8NO3
CE1556_c,N-acetyl-L-asparagine,C6H9N2O4
CE1556_m,N-acetyl-L-asparagine,C6H9N2O4
CE1562_c,"5,6-indolequinone-2-carboxylate",C9H4NO4
CE1589_c,deoxycholoyl-CoA(4-),C45H70N7O19P3S
CE1589_r,deoxycholoyl-CoA(4-),C45H70N7O19P3S
CE1589_x,deoxycholoyl-CoA(4-),C45H70N7O19P3S
CE1617_c,9-cis-retinoic acid,C20H27O2
CE1617_r,9-cis-retinoic acid,C20H27O2
CE1661_c,gama-L-glutamyl-L-alpha-aminobutyrate,C9H15N2O5
CE1665_c,gama-glutamylglutathione,C15H22N4O9S
CE1761_c,4-hydroxyvitamin A1,C20H30O2
CE1761_r,4-hydroxyvitamin A1,C20H30O2
CE1787_c,1-deoxy-1-(N6-lysino)-D-fructose,C12H25N2O7
CE1918_c,5-hydroxytryptophol,C10H11NO2
CE1918_m,5-hydroxytryptophol,C10H11NO2
yvite_r,gamma-tocopherol,C28H48O2
CE1925_c,3-carboxy-alpha-chromanol,C16H21O4
CE1925_e,3-carboxy-alpha-chromanol,C16H21O4
CE1925_l,3-carboxy-alpha-chromanol,C16H21O4
CE1925_r,3-carboxy-alpha-chromanol,C16H21O4
CE1926_c,gama-carboxyethyl-hydroxychroman,C15H19O4
CE1926_e,gama-carboxyethyl-hydroxychroman,C15H19O4
CE1926_l,gama-carboxyethyl-hydroxychroman,C15H19O4
CE1926_r,gama-carboxyethyl-hydroxychroman,C15H19O4
CE1935_c,spermine monoaldehyde,C10H26N3O
CE1935_e,spermine monoaldehyde,C10H26N3O
CE1935_x,spermine monoaldehyde,C10H26N3O
CE1936_c,spermine dialdehyde,C10H22N2O2
CE1936_e,spermine dialdehyde,C10H22N2O2
CE1936_x,spermine dialdehyde,C10H22N2O2
CE1937_c,spermic acid 1,C10H25N3O2
CE1939_c,spermidine monoaldehyde 1,C7H18N2O
CE1939_e,spermidine monoaldehyde 1,C7H18N2O
CE1939_x,spermidine monoaldehyde 1,C7H18N2O
CE1940_c,N-(3-aminopropyl)-4-aminobutanal,C7H18N2O
CE1940_e,N-(3-aminopropyl)-4-aminobutanal,C7H18N2O
CE1940_x,N-(3-aminopropyl)-4-aminobutanal,C7H18N2O
CE1941_c,isoputreanine,C7H17N2O2
CE1943_c,spermidine dialdehyde,C7H14NO2
CE1943_e,spermidine dialdehyde,C7H14NO2
CE1943_x,spermidine dialdehyde,C7H14NO2
CE1944_c,1-pyrrolinium,C4H8N
CE1950_c,cyanosulfurous acid anion,CH2NO2S
CE1950_e,cyanosulfurous acid anion,CH2NO2S
CE1950_l,cyanosulfurous acid anion,CH2NO2S
CE1950_n,cyanosulfurous acid anion,CH2NO2S
CE2006_c,4-hydroxynon-2-enal,C9H16O2
CE2011_c,hypothiocyanite,CHNOS
CE2011_e,hypothiocyanite,CHNOS
CE2011_l,hypothiocyanite,CHNOS
CE2011_m,hypothiocyanite,CHNOS
CE2011_n,hypothiocyanite,CHNOS
CE2020_m,N-arachidonoylglycinate,C22H34NO3
CE2026_m,3-methylcrotonyl glycine,C7H10NO3
CE2028_c,3-hydroxyisovaleric acid,C5H9O3
CE2038_x,"(E)-2,3-didehydropristanoyl-CoA",C40H70N7O17P3S
CE2047_c,"9,10-hydroxyoctadec-12(Z)-enoate",C18H33O4
CE2047_r,"9,10-hydroxyoctadec-12(Z)-enoate",C18H33O4
CE2049_c,"12,13-hydroxyoctadec-9(Z)-enoate",C18H33O4
CE2049_r,"12,13-hydroxyoctadec-9(Z)-enoate",C18H33O4
CE2053_c,20-oxoleukotriene B4,C20H29O5
CE2053_m,20-oxoleukotriene B4,C20H29O5
CE2053_r,20-oxoleukotriene B4,C20H29O5
leuktrB4wcooh_c,20-hydroxy-20-oxoleukotriene B4(2-),C20H28O6
leuktrB4wcooh_m,20-hydroxy-20-oxoleukotriene B4(2-),C20H28O6
leuktrB4wcooh_x,20-hydroxy-20-oxoleukotriene B4(2-),C20H28O6
CE2056_c,20-dihydroxyleukotriene B4,C20H31O6
CE2056_r,20-dihydroxyleukotriene B4,C20H31O6
CE2061_c,"trans-4,5-epoxy-2(E)-decenal",C10H16O2
CE2065_c,acetylcarnosine,C11H15N4O4
CE2072_c,putreanine,C7H17N2O2
CE2084_c,"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",C20H29O3
CE2084_m,"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",C20H29O3
CE2084_x,"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",C20H29O3
CE2088_c,N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine,C11H13N3O5S
CE2089_c,S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine,C9H12N3O4S
CE2095_c,3-hydroxykynurenine-O-beta-D-glucoside,C16H22N2O9
CE2095_m,3-hydroxykynurenine-O-beta-D-glucoside,C16H22N2O9
CE2102_c,lipoyllysine,C14H26N2O3S2
CE2122_c,methyl indole-3-acetate,C11H11NO2
CE2152_c,"1,2,3,4-tetrahydro-beta-carboline",C11H13N2
CE2153_c,6-Hydroxytetrahydro-beta-carboline,C11H13N2O
CE2172_c,"6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline",C9H12NO2
CE2173_c,"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",C10H13NO3
CE2174_c,"4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",C9H12NO3
CE2176_c,3-O-methyldopa,C10H13NO4
CE2179_c,4-hydroxy-17beta-estradiol,C18H24O3
CE2179_r,4-hydroxy-17beta-estradiol,C18H24O3
CE2180_c,4-hydroxyestrone,C18H22O3
CE2180_l,4-hydroxyestrone,C18H22O3
CE2180_r,4-hydroxyestrone,C18H22O3
CE2183_c,2-hydroxy-3-methoxy-17beta-estradiol,C19H26O3
CE2184_c,2-hydroxy-3-methoxyestrone,C19H24O3
CE2186_c,2-methoxy-17beta-estradiol,C19H26O3
CE2189_c,4-methoxyestrone,C19H24O3
CE2196_c,"(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline",C11H16NO2
CE2201_c,"(23S)-23,25-dihydroxycalciol",C27H44O3
CE2201_m,"(23S)-23,25-dihydroxycalciol",C27H44O3
CE2202_c,"(23S)-23,25,26-trihydroxycalciol",C27H44O4
CE2202_m,"(23S)-23,25,26-trihydroxycalciol",C27H44O4
CE2203_c,"25-hydroxyvitamin D3-26,23-lactol",C27H42O4
CE2203_m,"25-hydroxyvitamin D3-26,23-lactol",C27H42O4
CE2204_c,"25-hydroxyvitamin D3-26,23-lactone",C27H40O4
CE2204_m,"25-hydroxyvitamin D3-26,23-lactone",C27H40O4
CE2206_c,"(1S)-1,25-dihydroxy-24-oxocalciol",C27H42O4
CE2206_m,"(1S)-1,25-dihydroxy-24-oxocalciol",C27H42O4
CE2207_c,"(1S)-1,23,25-trihydroxy-24-oxocalciol",C27H42O5
CE2207_m,"(1S)-1,23,25-trihydroxy-24-oxocalciol",C27H42O5
CE2209_c,"5alpha-androstane-3alpha,17beta-diol",C19H32O2
CE2211_c,3alpha-hydroxy-5alpha-pregnan-20-one,C21H34O2
CE2211_r,3alpha-hydroxy-5alpha-pregnan-20-one,C21H34O2
CE2242_c,trans-docos-2-enoyl-CoA,C43H72N7O17P3S
CE2242_n,trans-docos-2-enoyl-CoA,C43H72N7O17P3S
CE2243_c,trans-eicos-2-enoyl-CoA,C41H68N7O17P3S
CE2245_c,trans-tetracos-2-enoyl-CoA,C45H76N7O17P3S
CE2246_c,3-hydroxydocosanoyl-CoA,C43H74N7O18P3S
CE2247_c,3-hydroxyicosanoyl-CoA,C41H70N7O18P3S
CE2248_c,3-hydroxyoctadecanoyl-CoA,C39H66N7O18P3S
CE2248_n,3-hydroxyoctadecanoyl-CoA,C39H66N7O18P3S
CE2248_r,3-hydroxyoctadecanoyl-CoA,C39H66N7O18P3S
CE2249_c,3-hydroxytetracosanoyl-CoA,C45H78N7O18P3S
CE2250_c,3-oxodocosanoyl-CoA,C43H72N7O18P3S
CE2250_e,3-oxodocosanoyl-CoA,C43H72N7O18P3S
CE2251_c,3-oxoicosanoyl-CoA,C41H68N7O18P3S
CE2253_c,3-oxotetracosanoyl-CoA,C45H76N7O18P3S
CE2253_n,3-oxotetracosanoyl-CoA,C45H76N7O18P3S
docoscoa_m,behenoyl-CoA(4-),C43H74N7O17P3S
docoscoa_n,behenoyl-CoA(4-),C43H74N7O17P3S
CE2303_c,9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate,C24H40O10
CE2303_r,9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate,C24H40O10
CE2304_c,10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide,C24H40O10
CE2304_r,10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide,C24H40O10
CE2305_c,12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate,C24H40O10
CE2305_r,12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate,C24H40O10
CE2306_c,12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate,C24H40O10
CE2306_r,12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate,C24H40O10
CE2313_c,"4,4-dimethylcholesta-8(9),14-dien-3beta-ol",C29H48O
CE2313_r,"4,4-dimethylcholesta-8(9),14-dien-3beta-ol",C29H48O
CE2314_c,"4,4-dimethylcholesta-8(9)-en-3beta-ol",C29H50O
CE2314_r,"4,4-dimethylcholesta-8(9)-en-3beta-ol",C29H50O
zymstnl_c,5alpha-cholest-8-en-3beta-ol,C27H46O
ddsmsterol_c,7-dehydrodesmosterol,C27H42O
ddsmsterol_n,7-dehydrodesmosterol,C27H42O
